item_name,item_price,store,date,item_des,item_cat
<โปรโมชัน> ลด 35% Mocha Ovaltine  12 oz. มอคค่า โอวัลติน ขนาด12 ออนซ์,168,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ซื้อเครื่องดื่ม มอคค่า โอวัลติน ขนาด12 ออนซ์ 1 แก้ว รับทันที ออริจินอลเกลซ 2 ชิ้น,โปรโมชันพิเศษเฉพาะ Grabfood
Orange Earl Grey ออเร้นจ์ เอริ์ลเกรย์,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Twinings Doughnut
Superior Lemon Tea ซูพีเรีย  เลมอน ที,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Twinings Doughnut
Strawberry Blossom สตรอว์เบอร์รี บลอสซั่ม,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Twinings Doughnut
Twinings Pack 3 pcs. ทไวนิงส์ แพ็ค 3 ชิ้น,105,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ทไวนิงส์โดนัท 3 ชิ้น,Twinings Doughnut
Twinings Pack 6 pcs. Option1 ทไวนิงส์ แพ็ค 6 ชิ้น#1,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ทไวนิงส์โดนัท 6 ชิ้น,Twinings Doughnut
Twinings Pack 6 pcs. Option2 ทไวนิงส์ แพ็ค 6 ชิ้น#2,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ทไวนิงส์โดนัท 3 ชิ้น + แอสซอร์ทเตท 3 ชิ้น,Twinings Doughnut
Ovaltine Waffle Crumble โอวัลติน วาฟเฟิล ครัมเบิ้ล,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,OVALTINE DOUGHNUTS
Ovaltine Cream Cheese โอวัลติน ครีมชีส,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,OVALTINE DOUGHNUTS
Ovaltine Crunch โอวัลติน ครั้นช์,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,OVALTINE DOUGHNUTS
Ovaltine Overload โอวัลติน โอเวอร์โหลด,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,OVALTINE DOUGHNUTS
Ovaltine Pack 3 pcs.โอวัลติน แพ็ค 3 ชิ้น,105,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,โอวัลตินโดนัท 3 ชิ้น,OVALTINE DOUGHNUTS
Ovaltine Pack 6 pcs. Option1 โอวัลติน แพ็ค 6 ชิ้น#1,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,โอวัลตินโดนัท 6 ชิ้น,OVALTINE DOUGHNUTS
Ovaltine Pack 6 pcs. Option2 โอวัลติน แพ็ค 6 ชิ้น#2,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,โอวัลตินโดนัท 4 ชิ้น + แอสซอร์ทเตท 2 ชิ้น,OVALTINE DOUGHNUTS
Doughnut tower (set 1),315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,"1.Original Glazed Doughnuts  12  pcs.
2. Paper tower 1 set  
3. Krispy kreme paper hats 2 pcs. 
4. Candle 1 set",Doughnut Tower
Doughnut tower (set 2),399,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,1.Original Glazed Doughnuts 6 pcs.2.Assorted Doughnut 6 pcs.3. Paper tower 1 set  4. Krispy kreme paper hats 2 pcs. 5. Candle 1 set.,Doughnut Tower
Doughnut tower (set 3),499,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,"1.Original Glazed Doughnuts  24  pcs.
2. Paper tower 1 set  
3. Krispy kreme paper hats 2 pcs. 
4. Candle 1 set.",Doughnut Tower
Doughnut tower (set 4),599,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,1.Original Glazed Doughnuts 12 pcs.2.Assorted Doughnut 12 pcs.3. Paper tower 1 set  4. Krispy kreme paper hats 2 pcs. 5. Candle 1 set.,Doughnut Tower
Cappuccino Franco,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Choc Iced Glazed W/ Sprinkles,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Cookies and Crème,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Karamel Almond Krunch,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Chocolate Iced Custard Filled,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Sugar,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Almendras,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Strawberry Glamour Glaze,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Foi Thong Butter Cream,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Strawberry Iced Sprinkles,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Chocolate iced glazed,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Peanut butter stripes,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Allmond all over,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Salted egg filled ring,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Powdered strawberry filled,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Original Glazed,29,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Butter Cheese,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Cinnamon,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Chocolate Fudge Doughnut,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Doughnut
Set Original Glazed 3 pcs.,87,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,Original Glazed 3  pcs.,Set Original Glazed
Set Original Glazed 6 pcs.,174,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,Original Glazed 6  pcs.,Set Original Glazed
Set Original Glazed 12 pcs.,249,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,Original Glazed 12 pcs. (ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้),Set Original Glazed
Set Original Glazed 24 pcs.,479,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,Original Glazed 24 pcs.(ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้),Set Original Glazed
1 dozen original glazed + 1 dozen assorted,550,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,"Original Glazed 12 pcs. ,Assorted Doughnut  12 pcs.(ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้)",Set Combo
Set Assorted  3 pcs.,105,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,Assorted Doughnut  3 pcs.,Set Assorted
Set Assorted 6 Pcs.,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,Assorted Doughnut  6 pcs.,Set Assorted
Set Assorted 12 Pcs.,315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,Assorted Doughnut  Set 12  pcs.(ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้),Set Assorted
Set Assorted 24 Pcs.,600,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,Assorted Doughnut  Set 24 pcs.(ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้),Set Assorted
HOT AMERICANO,55,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,อเมริกาโน่,HOT BEVERAGE
HOT  LATTE,65,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ลาเต้,HOT BEVERAGE
HOT  CAPPUCCINO,65,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,คาปูชิโน่,HOT BEVERAGE
HOT  MOCHA,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,มอคค่า,HOT BEVERAGE
HOT  CHOCOLATE,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ช็อกโกแลต,HOT BEVERAGE
HOT  CARAMEL MACCHIATO,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,คาราเมล แม็คคีอาโต,HOT BEVERAGE
HOT  GREEN TEA LATTE,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,กรีนที ลาเต้,HOT BEVERAGE
Iced Americano,70,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,อเมริกาโน่,OVER ICE
Iced Latte,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ลาเต้,OVER ICE
Iced Cappuccino,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,คาปูชิโน่,OVER ICE
Iced Mocha,95,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,มอคค่า,OVER ICE
Iced Dark Chocolate,95,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ดาร์ก ช็อคโกแลต,OVER ICE
Iced Thai Iced Coffee,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ไทยไอซ์ คอฟฟี่,OVER ICE
Iced Caramel Macchiato,95,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,คาราเมลแม็คคีอาโต,OVER ICE
Iced Green Tea Latte,95,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,กรีนทีลาเต้,OVER ICE
Iced Thai Iced Tea,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ไทยไอซ์ ที,OVER ICE
Orange Americano,95,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,Orange Americano,OVER ICE
CARAMEL LATTE,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,คาราเมล ลาเต้,BLENDED
GREEN TEA FRAPPE,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,กรีนที เฟรปเป้,BLENDED
MOCHA LATTE,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,มอคค่า ลาเต้,BLENDED
DARK CHOCOLATE FRAPPE,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ดาร์กช็อคโกแลต เฟรปเป้,BLENDED
THAI TEA FRAPPE,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ไทยที เฟรปเป้,BLENDED
KRISPY KREME MUG BOW TIE GREY 12 OZ.,280,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,แก้วมัค คริสปี้ครีม 1.วัสดุสโตนแวร์ 2.ขนาดแก้ว กว้าง 8.5 x 9.7 ซม. 3.ขนาด 12 ออนซ์  4.ใส่ได้ทั้งเครื่องดื่มประเภทร้อนและเย็น 5.สามารถเข้าเครื่องไมโครเวฟ 6.ควรล้างทำความสะอาดด้วยมือเท่านั้น,KRISPY KREME PREMIUM
KRISPY KREME MUG BOW TIE WHITE 12 OZ.,280,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,แก้วมัค คริสปี้ครีม 1.วัสดุสโตนแวร์ 2.ขนาดแก้ว กว้าง 8.5 x 9.7 ซม. 3.ขนาด 12 ออนซ์ 4.ใส่ได้ทั้งเครื่องดื่มประเภทร้อนและเย็น 5.สามารถเข้าเครื่องไมโครเวฟ 6.ควรล้างทำความสะอาดด้วยมือเท่านั้น,KRISPY KREME PREMIUM
KRISPY KREM MUG SCRIPT SIGN WHITE 12 OZ.,280,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,แก้วมัค คริสปี้ครีม 1.วัสดุสโตนแวร์ 2.ขนาดแก้ว กว้าง 8.5 x 9.7 ซม. 3.ขนาด 12 ออนซ์  4.ใส่ได้ทั้งเครื่องดื่มประเภทร้อนและเย็น 5.สามารถเข้าเครื่องไมโครเวฟ 6.ควรล้างทำความสะอาดด้วยมือเท่านั้น,KRISPY KREME PREMIUM
KRISPY KREME MUG SCRIPT SIGN PINK 12 OZ.,280,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,แก้วมัค คริสปี้ครีม 1.วัสดุสโตนแวร์ 2.ขนาดแก้ว กว้าง 8.5 x 9.7 ซม. 3.ขนาด 12 ออนซ์  4.ใส่ได้ทั้งเครื่องดื่มประเภทร้อนและเย็น 5.สามารถเข้าเครื่องไมโครเวฟ 6.ควรล้างทำความสะอาดด้วยมือเท่านั้น,KRISPY KREME PREMIUM
COTTON CANDY คอตตอน แคนดี้,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Y2K SUMMER DOUGHNUTS
BUBBLE GUM BERRY บับเบิ้ล กัม เบอร์รี่,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Y2K SUMMER DOUGHNUTS
CHOKY PINK ช็อกกี้ พิงค์,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Y2K SUMMER DOUGHNUTS
STAR SPRINKLES LIME FILLED สตาร์ สปริงเคิล ไลม์ ฟิล,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,Y2K SUMMER DOUGHNUTS
Y2K Summer Doughnuts Pack 3 pcs. วายทูเค ซัมเมอร์โดนัท แพ็ค 3 ชิ้น,105,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,วายทูเค ซัมเมอร์โดนัทโดนัท 3 ชิ้น,Y2K SUMMER DOUGHNUTS
Y2K Summer Doughnuts Pack 6 pcs. Option1 วายทูเค ซัมเมอร์โดนัท แพ็ค  6 ชิ้น#1,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,วายทูเค ซัมเมอร์โดนัท 6 ชิ้น,Y2K SUMMER DOUGHNUTS
Y2K Summer Doughnuts Pack 6 pcs. Option2 วายทูเค ซัมเมอร์โดนัท แพ็ค  6 ชิ้น#2,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,วายทูเค ซัมเมอร์โดนัท 4 ชิ้น + แอสซอร์ทเตท 2 ชิ้น,Y2K SUMMER DOUGHNUTS
Chocomania Pack 6 pcs. Option1 ช็อกโกมาเนีย แพ็ค  6 ชิ้น#1,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ช็อกโกมาเนียโดนัท 6 ชิ้น,CHOCOMANIA DOUGHNUT
Chocomania Pack 6 pcs. Option2 ช็อกโกมาเนีย แพ็ค  6 ชิ้น#2,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ช็อกโกมาเนียโดนัท 4 ชิ้น + แอสซอร์ทเตท 2 ชิ้น,CHOCOMANIA DOUGHNUT
Chocomania Pack 3 pcs.ช็อกโกมาเนีย แพ็ค 3 ชิ้น,105,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,ช็อกโกมาเนียโดนัท 3 ชิ้น,CHOCOMANIA DOUGHNUT
Triple Chocolate ทริปเปิ้ล ช็อกโกแลต,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,CHOCOMANIA DOUGHNUT
Lovely Waffle Crumble เลิฟลี่ วาฟเฟิล ครัมเบิ้ล,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,CHOCOMANIA DOUGHNUT
Chocolate Iced Caramel ช็อกโกแลต ไอซ์ คาราเมล,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,CHOCOMANIA DOUGHNUT
Elite Chocolate Crispy อีลิท ช็อกโกแลต คริสปี้,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:53,,CHOCOMANIA DOUGHNUT
<โปรโมชัน> ลด 50% ซื้อโดนัท 6 แถม 6 เพียง 198 บาท,198,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,ปกติ 396 เหลือ 198,Today's Offer
<โปรโมชัน> ซื้อโดนัท 4 แถม 2 เพียง 132 บาท,132,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,ปกติ 198 เหลือ 132,Today's Offer
<โปรโมชัน> ซื้อโดนัทเกลซด์ 1 ชิ้น + กาแฟเย็น 1 แก้ว เพียง 79 บาท,79,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,"ปกติ 93 เหลือ 79 ซื้อโดนัทเกลซด์ 1 ชิ้น + กาแฟเย็น 1 แก้ว (เอสเปรสโซ่, อเมริกาโน่, คาปูชิโน่, ลาเต้, มอคค่า) เพียง 79 บาท",Today's Offer
ซื้อโดนัทช็อกโกแลต 3 ชิ้น + โดนัทสตรอว์เบอร์รี 3 ชิ้น ราคา 125 บาท GrabBox 🍱,125,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,ปกติ 198 เหลือ 125,Today's Offer
Durian Coconut ทุเรียน โคโค่นัท,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Durian Donut
Durian Fruit Cream ทุเรียน ฟรุต ครีม,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Durian Donut
Durian Magic ทุเรียน เมจิก,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Durian Donut
Durian Ring ทุเรียน ริง,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Durian Donut
Durian Tart ทุเรียน ทาร์ต,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Durian Donut
Mochi Durian โมจิ ทุเรียน,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Durian Donut
Water Bottle Orange,79,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Water Bottle
Water Bottle Green,79,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Water Bottle
Water Bottle Yellow,79,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Water Bottle
Water Bottle Blue,79,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Water Bottle
Water Bottle Purple,79,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,Water Bottle
ซื้อโดนัทช็อกโกแลต 3 ชิ้น + โดนัทสตรอว์เบอร์รี 3 ชิ้น ราคา 125 บาท GrabBox 🍱,125,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,ปกติ 198 เหลือ 125,เมนูเด็ดจัดเซ็ทเองได้
<โปรโมชัน> ลด 50% ซื้อโดนัท 6 แถม 6 เพียง 198 บาท,198,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,ปกติ 396 เหลือ 198,โปรโมชันพิเศษเฉพาะ GrabFood
<โปรโมชัน> ซื้อโดนัท 4 แถม 2 เพียง 132 บาท,132,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,ปกติ 198 เหลือ 132,โปรโมชันพิเศษเฉพาะ GrabFood
<โปรโมชัน> ซื้อโดนัทเกลซด์ 1 ชิ้น + กาแฟเย็น 1 แก้ว เพียง 79 บาท,79,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,"ปกติ 93 เหลือ 79 ซื้อโดนัทเกลซด์ 1 ชิ้น + กาแฟเย็น 1 แก้ว (เอสเปรสโซ่, อเมริกาโน่, คาปูชิโน่, ลาเต้, มอคค่า) เพียง 79 บาท",โปรโมชันพิเศษเฉพาะ GrabFood
"<โปรโมชัน> ซื้อโดนัท4+กาแฟเย็น2(เอสเปรสโซ่,อเมริกาโน่,คาปูชิโน่,ลาเต้,มอคค่า)",252,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,"ซื้อโดนัท 4 ชิ้น + กาแฟเย็น 2 แก้ว (เอสเปรสโซ่, อเมริกาโน่, คาปูชิโน่, ลาเต้, มอคค่า) เพียง 149 บาท",โปรโมชันพิเศษเฉพาะ GrabFood
มันชกิ้น โดนัท บูลเบอร์รี่ Blueberry Munchkins Donut,12,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,มันชกิ้น โดนัท / Munchkins Donut
มันชกิ้น โดนัท สตรอเบอร์รี่ Strawberry Munchkins Donut,12,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,มันชกิ้น โดนัท / Munchkins Donut
มันชกิ้น โดนัท บาวาเรี่ยน Bavarian Munchkins Donut,12,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,มันชกิ้น โดนัท / Munchkins Donut
มันชกิ้น โดนัท พาวเดอร์ Powder Munchkins Donut,12,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,มันชกิ้น โดนัท / Munchkins Donut
มันชกิ้น โดนัท เกลซด์ Glazed Munchkins Donut,12,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,มันชกิ้น โดนัท / Munchkins Donut
มันชกิ้น โดนัท ช็อคโกแลต บัทเตอร์นัท Chocolate Butternut Munchkins Donut,12,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,มันชกิ้น โดนัท / Munchkins Donut
โมจิริง เพลน Mochi Ring Plain,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,โดนัท / Single Donut
โมจิริง สตรอเบอร์รี่ Strawberry Mochi Ring,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,โดนัทแป้งโมจิ เนื้อนุ่ม หนึบ เคลือบด้วยรสสตรอเบอร์รี่,โดนัท / Single Donut
โมจิริง ช็อคโกแล็ต Chocolate Mochi Ring,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,โดนัทแป้งโมจิ เนื้อนุ่ม หนึบ เคลือบด้วยรสช็อคโกแลต,โดนัท / Single Donut
โมจิริง ช็อคโกแลตมาร์เบิล Mochi Ring Chocolate Marble,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,โดนัท / Single Donut
โมจิริง เกลซด์ Mochi Ring Glaze,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,,โดนัท / Single Donut
บลูเบอร์รี่ Blueberry,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,โดนัทเนื้อยีสต์ คลุกเคล้าด้วยน้าตาลไอซิ่ง สอดไส้หอมหวานซ่อนเปรี้ยว ด้วยแยมบลูเบอร์รี่,โดนัท / Single Donut
สตรอเบอร์รี่ Strawberry,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,โดนัทเนื้อยีสต์ คลุกเคล้าด้วยน้าตาลไอซิ่ง สอดไส้หอมหวานซ่อนเปรี้ยว ด้วยแยมสตรอเบอร์รี่,โดนัท / Single Donut
บาวาเรี่ยน Bavarian,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,โดนัทเนื้อยีสต์ คลุกเคล้าด้วยน้าตาลไอซิ่ง สอดไส้บาวาเรี่ยน,โดนัท / Single Donut
ช็อคโกแลต ฟลาวเวอร์ Chocolate Flower,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,"โดนัทเนื้อยีสต์เคลือบด้วยช็อคโกแลตฟรอสต์
วาดเส้นดอกไม้ด้วยวานิลลาฟรอสต์",โดนัท / Single Donut
สตรอเบอร์รี่ ฟลาวเวอร์ Strawberry Flower,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,"โดนัทเนื้อยีสต์เคลือบด้วยสตรอเบอร์รี่ฟรอสต์
วาดเส้นดอกไม้ด้วยวานิลลาฟรอสต์",โดนัท / Single Donut
เกรซด์ Glazed,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,โดนัทเนื้อยีสต์ เคลือบด้วยน้ำตาลเกลซด์สูตรพิเศษเฉพาะดังกิ้น โดนัท,โดนัท / Single Donut
ช็อคโกแลต บัตเตอร์ นัท Chocolate Butternut,33,Dunkin' (ดังกิ้น) - เกตเวย์เอกมัย,2023-06-18 01:53,โดนัทเนื้อเค้กช็อคโกแลต เคลือบด้วยน้าตาลเกลซด์ คลุกเคล้าด้วยถั่วลิสง รสชาติ หอมหวานมัน พร้อมกลิ่นหอมของถั่ว,โดนัท / Single Donut
