item_name,item_price,store,date,item_des,item_cat
แก้วมิสเตอร์โดนัท Snoopy สีแดง,159,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,แก้วเปล่าราคาไม่รวมเครื่องดื่ม,Premium Snoopy
แก้วมิสเตอร์โดนัท Snoopy สีเทา,159,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,แก้วเปล่าราคาไม่รวมเครื่องดื่ม,Premium Snoopy
แก้วมิสเตอร์โดนัท Snoopy สีฟ้า,159,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,แก้วเปล่าราคาไม่รวมเครื่องดื่ม,Premium Snoopy
แก้วมิสเตอร์โดนัท Snoopy สีเหลือง,159,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,แก้วเปล่าราคาไม่รวมเครื่องดื่ม,Premium Snoopy
<ปาร์ตี้โดนัท 8 ฟรี 8>,248,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง ไวท์ ช็อก 2 ชิ้น / พอน เดอ ริง ช็อก 2 ชิ้น / พอน เดอ ริง สตรอเบอร์รี่ 2 ชิ้น / พอน เดอ ริง บลูเบอร์รี่ 2 ชิ้น / ช็อกโกแลต ริง 2 ชิ้น / สตรอเบอร์รี่ ริง 2 ชิ้น / ฮันนี่ ดิป 2 ชิ้น / บาวาเรียน เชลล์ 2 ชิ้น,ปาร์ตี้สุดฟิน
<ปาร์ตี้โดนัท 12 ชิ้น 199.->,199,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,ช็อกโกแลต ริง 2 ชิ้น / สตรอเบอร์รี่ ริง 2 ชิ้น / ฮันนี่ ดิป 2 ชิ้น / บาวาเรียน เชลล์ 2 ชิ้น / สตรอเบอร์รี่ เชลล์ 2 ชิ้น / บลูเบอร์รี่ เชลล์ 2 ชิ้น,ปาร์ตี้สุดฟิน
<Let’s get to the Party Set 1 159.->,159,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง ไวท์ ช็อก 2 ชิ้น / พอน เดอ ริง ช็อก 2 ชิ้น / พอน เดอ ริง เกลซ 2 ชิ้น / พอน เดอ ริง สตรอเบอร์รี่ 1 ชิ้น / พอน เดอ ริง บลูเบอร์รี่ 1 ชิ้น,ปาร์ตี้สุดฟิน
<Let’s get to the Party Set 2 179.->,179,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,ช็อกโกแลต ริง 2 ชิ้น / สตรอเบอร์รี่ ริง 1 ชิ้น / ฮันนี่ ดิป 1 ชิ้น / บาวาเรียน เชลล์ 1 ชิ้น / พอน เดอ ริง ไวท์ ช็อก 1 ชิ้น / พอน เดอ ริง ช็อก 1 ชิ้น / พอน เดอ ริง เกลซ 1 ชิ้น / พอน เดอ ริง สตรอเบอร์รี่ 1 ชิ้น / พอน เดอ ริง บลูเบอร์รี่ 1 ชิ้น,ปาร์ตี้สุดฟิน
<ปาร์ตี้โดนัท 8 ชิ้น 159.->,159,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง ไวท์ ช็อก 1 ชิ้น / พอน เดอ ริง ช็อก 1 ชิ้น / พอน เดอ ริง สตรอเบอร์รี่ 1 ชิ้น / พอน เดอ ริง บลูเบอร์รี่ 1 ชิ้น / ช็อกโกแลต ริง 1 ชิ้น / สตรอเบอร์รี่ ริง 1 ชิ้น/ฮันนี่ ดิป 1 ชิ้น / บาวาเรียน เชลล์ 1 ชิ้น,Snack Time
<ชุดคนโสด พอน เดอ ริง 4 ชิ้น 89.->,89,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง ไวท์ ช็อก 1 ชิ้น / พอน เดอ ริง ช็อก 1 ชิ้น / พอน เดอ ริง สตรอเบอร์รี่ 1 ชิ้น / พอน เดอ ริง บลูเบอร์รี่ 1 ชิ้น,Single Set
ฮันนี่ ดิป,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัทต้นตำรับ หอม..หวาน..เนื้อนุ่ม และครบรสด้วยน้ำตาลเกรซคุณภาพดี,Yeast Donut
ช็อกโกแลต ริง,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัทยีสต์ เนื้อนุ่มหอมหวาน อร่อย สดใส แต่งหน้าโดนเด่นด้วยท๊อปปิ้งช็อกโกแลต,Yeast Donut
สตรอเบอร์รี่ ริง,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัทยีสต์ เนื้อนุ่มหอมหวาน อร่อย สดใส แต่งหน้าโดนเด่นด้วยท๊อปปิ้งสตรอเบอร์รี่,Yeast Donut
ลาเต้ ริง,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัทยีสต์ เนื้อนุ่มหอมหวาน อร่อย สดใส แต่งหน้าโดนเด่นด้วยท๊อปปิ้งลาเต้,Yeast Donut
ทวิสต์,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,ทวิสต์ เคลือบเกลซ,Yeast Donut
ทริโอ,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัทยีสต์สอดไส้แยมรสสตรอเบอร์รี่ บาวาเรี่ยน บลูเบอร์รี่ พร้อมด้วยน้ำตาลไอซิ่ง,Yeast Donut
สตรอเบอร์รี่ เชลล์,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัทยีสต์ สอดไส้ความอร่อย ด้วยแยมรสสตรอเบอร์รี่ และน้ำตาลไอซิ่ง,Yeast Donut
บาวาเรียน เชลล์,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัทยีสต์ สอดไส้ความอร่อย ด้วยครีมบาวาเรี่ยน และน้ำตาลไอซิ่ง,Yeast Donut
บลูเบอร์รี่ เชลล์,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัทยีสต์ สอดไส้ความอร่อย ด้วยแยมรสบลูเบอร์รี่ และน้ำตาลไอซิ่ง,Yeast Donut
ช็อก โคโคนัท,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัท เนื้อเค้กช็อกโกแลต เคลือบความอร่อยด้วยน้ำตาลเกรซ คลุกเคล้าเนื้อมะพร้าว,Cake Donut
ช็อก พีนัท,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัท เนื้อเค้กช็อกโกแลต เคลือบน้ำตาลเกรซและคลุกเคล้าด้วยถั่วลิสงอบคุณภาพดี,Cake Donut
ดับเบิ้ล ช็อกโกแลต,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,โดนัท เนื้อเค้กช็อกโกแลต เคลือบด้วยช็อกโกแลตเข้มข้น,Cake Donut
พอน เดอ ริง เพลน,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง นุ่ม...หนึบ หอม อร่อย อย่างคลาสสิค เอกลักษณ์เฉพาะของมิสเตอร์ โดนัท,Pon De Ring
พอน เดอ ริง เกลซ,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง เคลือบความอร่อยหอมหวาน ด้วยน้ำตาลเกลซสีเหลืองทองคุณภาพดี,Pon De Ring
พอน เดอ ริง ช็อกโกแลต,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง อร่อยถูกใจเข้มเต็มรสกับช็อกโกแลตคุณภาพเยี่ยม,Pon De Ring
พอน เดอ ริง ไวท์ ช็อกโกแลต,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง เคลือบด้วยไวท์ช็อกโกแลต และแต่งแต้มเพิ่มเติมด้วยลายเส้นช็อกโกแลต,Pon De Ring
พอนเดอริง คริสปี้ บลูเบอร์รี่,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง กับความอร่อยที่ออกแบบ กรุบกรอบทุกคำกับคริสปี้รสบลูเบอร์รี่,Pon De Ring
พอน เดอ ริง คริสปี้ สตรอเบอร์รี่,31,Mister Donut (มิสเตอร์ โดนัท) - เทสโก้ โลตัส พระราม 1,2023-06-18 01:54,พอน เดอ ริง กับความอร่อยที่ออกแบบ กรุบกรอบทุกคำกับคริสปี้รสสตรอเบอร์รี่,Pon De Ring
<โปรโมชัน> Twinings Set 296 Baht Option1 ทไวนิงส์ เซ็ต 296 บาท # 1,296,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,"ออริจินอลเกลซ 6 ชิ้น + ทไวนิงส์โดนัท 6 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้
เงื่อนไขเป็นไปตามที่บริษัทกำหนด",Today's Offer
<โปรโมชัน> Twinings Set 296 Baht Option2 ทไวนิงส์ เซ็ต 296 บาท # 2,296,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,"ออริจินอลเกลซ 6 ชิ้น + ทไวนิงส์โดนัท 3 ชิ้น + แอสซอร์ทเตท 3 ชิ้น 
ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้
เงื่อนไขเป็นไปตามที่บริษัทกำหนด",Today's Offer
<โปรโมชัน> Twinings Set 12 pcs. ทไวนิงส์ เซ็ต 12 ชิ้น,315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ทไวนิงส์โดนัท 12 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้ เงื่อนไขเป็นไปตามที่บริษัทกำหนด,Today's Offer
<โปรโมชัน> Pomegranate Orange Fizz 12 oz.ทับทิม ส้ม ขนาด 12 ออนซ์,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,- ซื้อเครื่องดื่ม ทับทิม ส้ม ขนาด 12 ออนซ์ ออนซ์ 1 แก้ว รับทันที ออริจินอลเกลซ 2 ชิ้น,Today's Offer
<โปรโมชัน> Iced Pear Americano 12 oz.ไอซ์ แพร์ อเมริกาโน่ ขนาด 12 ออนซ์,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,- ซื้อเครื่องดื่ม ไอซ์ แพร์ อเมริกาโน่ ขนาด 12 ออนซ์ 1 แก้ว รับทันที ออริจินอลเกลซ 2 ชิ้น,Today's Offer
<โปรโมชัน> ลด 25% Ovaltine Set 12 pcs. โอวัลติน เซ็ต 12 ชิ้น,315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,โอวัลตินโดนัท 12 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้เงื่อนไขเป็นไปตามที่บริษัทกำหนด,Today's Offer
<โปรโมชัน> Twinings Set 296 Baht Option1 ทไวนิงส์ เซ็ต 296 บาท # 1,296,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,"ออริจินอลเกลซ 6 ชิ้น + ทไวนิงส์โดนัท 6 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้
เงื่อนไขเป็นไปตามที่บริษัทกำหนด",โปรโมชันพิเศษเฉพาะ Grabfood
<โปรโมชัน> Twinings Set 296 Baht Option2 ทไวนิงส์ เซ็ต 296 บาท # 2,296,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,"ออริจินอลเกลซ 6 ชิ้น + ทไวนิงส์โดนัท 3 ชิ้น + แอสซอร์ทเตท 3 ชิ้น 
ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้
เงื่อนไขเป็นไปตามที่บริษัทกำหนด",โปรโมชันพิเศษเฉพาะ Grabfood
<โปรโมชัน> Twinings Set 12 pcs. ทไวนิงส์ เซ็ต 12 ชิ้น,315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ทไวนิงส์โดนัท 12 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้ เงื่อนไขเป็นไปตามที่บริษัทกำหนด,โปรโมชันพิเศษเฉพาะ Grabfood
<โปรโมชัน> Pomegranate Orange Fizz 12 oz.ทับทิม ส้ม ขนาด 12 ออนซ์,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,- ซื้อเครื่องดื่ม ทับทิม ส้ม ขนาด 12 ออนซ์ ออนซ์ 1 แก้ว รับทันที ออริจินอลเกลซ 2 ชิ้น,โปรโมชันพิเศษเฉพาะ Grabfood
<โปรโมชัน> Iced Pear Americano 12 oz.ไอซ์ แพร์ อเมริกาโน่ ขนาด 12 ออนซ์,110,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,- ซื้อเครื่องดื่ม ไอซ์ แพร์ อเมริกาโน่ ขนาด 12 ออนซ์ 1 แก้ว รับทันที ออริจินอลเกลซ 2 ชิ้น,โปรโมชันพิเศษเฉพาะ Grabfood
<โปรโมชัน> ลด 25% Ovaltine Set 12 pcs. โอวัลติน เซ็ต 12 ชิ้น,315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,โอวัลตินโดนัท 12 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้เงื่อนไขเป็นไปตามที่บริษัทกำหนด,โปรโมชันพิเศษเฉพาะ Grabfood
<โปรโมชัน> ลด 23% Ovaltine Set 296 Baht Option1 โอวัลติน เซ็ต 296 บาท # 1,384,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ออริจินอลเกลซ 6 ชิ้น + โอวัลตินโดนัท 6 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้ เงื่อนไขเป็นไปตามที่บริษัทกำหนด,โปรโมชันพิเศษเฉพาะ Grabfood
<โปรโมชัน> ลด 23% Ovaltine Set 296 Baht Option 2 โอวัลติน เซ็ต 296 บาท # 2,384,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ออริจินอลเกลซ 6 ชิ้น + โอวัลตินโดนัท 4 ชิ้น +แอสซอร์ทเตท 2 ชิ้น ขอสงวนสิทธิ์ บรรจุภัณฑ์เฉพาะ กล่องโหล ไม่สามารถแบ่งกล่องได้ เงื่อนไขเป็นไปตามที่บริษัทกำหนด,โปรโมชันพิเศษเฉพาะ Grabfood
<โปรโมชัน> ลด 35% Choco Ovaltine Flake12oz.ช็อกโก โอวัลติน เฟลค ขนาด 12 ออนซ์,168,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,- ซื้อเครื่องดื่ม ช็อกโก โอวัลติน เฟลค ขนาด 12 ออนซ์ 1 แก้ว รับทันที ออริจินอลเกลซ 2 ชิ้น,โปรโมชันพิเศษเฉพาะ Grabfood
<โปรโมชัน> ลด 35% Mocha Ovaltine  12 oz. มอคค่า โอวัลติน ขนาด12 ออนซ์,168,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ซื้อเครื่องดื่ม มอคค่า โอวัลติน ขนาด12 ออนซ์ 1 แก้ว รับทันที ออริจินอลเกลซ 2 ชิ้น,โปรโมชันพิเศษเฉพาะ Grabfood
Orange Earl Grey ออเร้นจ์ เอริ์ลเกรย์,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Twinings Doughnut
Superior Lemon Tea ซูพีเรีย  เลมอน ที,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Twinings Doughnut
Strawberry Blossom สตรอว์เบอร์รี บลอสซั่ม,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Twinings Doughnut
Twinings Pack 3 pcs. ทไวนิงส์ แพ็ค 3 ชิ้น,105,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ทไวนิงส์โดนัท 3 ชิ้น,Twinings Doughnut
Twinings Pack 6 pcs. Option1 ทไวนิงส์ แพ็ค 6 ชิ้น#1,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ทไวนิงส์โดนัท 6 ชิ้น,Twinings Doughnut
Twinings Pack 6 pcs. Option2 ทไวนิงส์ แพ็ค 6 ชิ้น#2,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ทไวนิงส์โดนัท 3 ชิ้น + แอสซอร์ทเตท 3 ชิ้น,Twinings Doughnut
Ovaltine Waffle Crumble โอวัลติน วาฟเฟิล ครัมเบิ้ล,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,OVALTINE DOUGHNUTS
Ovaltine Cream Cheese โอวัลติน ครีมชีส,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,OVALTINE DOUGHNUTS
Ovaltine Crunch โอวัลติน ครั้นช์,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,OVALTINE DOUGHNUTS
Ovaltine Overload โอวัลติน โอเวอร์โหลด,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,OVALTINE DOUGHNUTS
Ovaltine Pack 3 pcs.โอวัลติน แพ็ค 3 ชิ้น,105,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,โอวัลตินโดนัท 3 ชิ้น,OVALTINE DOUGHNUTS
Ovaltine Pack 6 pcs. Option1 โอวัลติน แพ็ค 6 ชิ้น#1,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,โอวัลตินโดนัท 6 ชิ้น,OVALTINE DOUGHNUTS
Ovaltine Pack 6 pcs. Option2 โอวัลติน แพ็ค 6 ชิ้น#2,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,โอวัลตินโดนัท 4 ชิ้น + แอสซอร์ทเตท 2 ชิ้น,OVALTINE DOUGHNUTS
Doughnut tower (set 1),315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,"1.Original Glazed Doughnuts  12  pcs.
2. Paper tower 1 set  
3. Krispy kreme paper hats 2 pcs. 
4. Candle 1 set",Doughnut Tower
Doughnut tower (set 2),399,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,1.Original Glazed Doughnuts 6 pcs.2.Assorted Doughnut 6 pcs.3. Paper tower 1 set  4. Krispy kreme paper hats 2 pcs. 5. Candle 1 set.,Doughnut Tower
Doughnut tower (set 3),499,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,"1.Original Glazed Doughnuts  24  pcs.
2. Paper tower 1 set  
3. Krispy kreme paper hats 2 pcs. 
4. Candle 1 set.",Doughnut Tower
Doughnut tower (set 4),599,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,1.Original Glazed Doughnuts 12 pcs.2.Assorted Doughnut 12 pcs.3. Paper tower 1 set  4. Krispy kreme paper hats 2 pcs. 5. Candle 1 set.,Doughnut Tower
Cappuccino Franco,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Choc Iced Glazed W/ Sprinkles,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Cookies and Crème,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Karamel Almond Krunch,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Chocolate Iced Custard Filled,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Sugar,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Almendras,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Strawberry Glamour Glaze,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Foi Thong Butter Cream,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Strawberry Iced Sprinkles,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Chocolate iced glazed,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Peanut butter stripes,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Allmond all over,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Salted egg filled ring,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Powdered strawberry filled,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Original Glazed,29,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Butter Cheese,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Cinnamon,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Chocolate Fudge Doughnut,35,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,,Doughnut
Set Original Glazed 3 pcs.,87,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,Original Glazed 3  pcs.,Set Original Glazed
Set Original Glazed 6 pcs.,174,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,Original Glazed 6  pcs.,Set Original Glazed
Set Original Glazed 12 pcs.,249,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,Original Glazed 12 pcs. (ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้),Set Original Glazed
Set Original Glazed 24 pcs.,479,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,Original Glazed 24 pcs.(ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้),Set Original Glazed
1 dozen original glazed + 1 dozen assorted,550,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,"Original Glazed 12 pcs. ,Assorted Doughnut  12 pcs.(ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้)",Set Combo
Set Assorted  3 pcs.,105,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,Assorted Doughnut  3 pcs.,Set Assorted
Set Assorted 6 Pcs.,210,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,Assorted Doughnut  6 pcs.,Set Assorted
Set Assorted 12 Pcs.,315,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,Assorted Doughnut  Set 12  pcs.(ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้),Set Assorted
Set Assorted 24 Pcs.,600,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,Assorted Doughnut  Set 24 pcs.(ขอสงวนสิทธิ์ เฉพาะ กล่องโหลเท่านั้น ไม่สามารถแบ่งกล่องได้),Set Assorted
HOT AMERICANO,55,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,อเมริกาโน่,HOT BEVERAGE
HOT  LATTE,65,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ลาเต้,HOT BEVERAGE
HOT  CAPPUCCINO,65,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,คาปูชิโน่,HOT BEVERAGE
HOT  MOCHA,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,มอคค่า,HOT BEVERAGE
HOT  CHOCOLATE,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ช็อกโกแลต,HOT BEVERAGE
HOT  CARAMEL MACCHIATO,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,คาราเมล แม็คคีอาโต,HOT BEVERAGE
HOT  GREEN TEA LATTE,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,กรีนที ลาเต้,HOT BEVERAGE
Iced Americano,70,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,อเมริกาโน่,OVER ICE
Iced Latte,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ลาเต้,OVER ICE
Iced Cappuccino,80,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,คาปูชิโน่,OVER ICE
Iced Mocha,95,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,มอคค่า,OVER ICE
Iced Dark Chocolate,95,Krispy Kreme (คริสปี้ครีม) - แอม ไชน่าทาวน์,2023-06-18 01:54,ดาร์ก ช็อคโกแลต,OVER ICE
